model,domain,scc_id,scc_size,template,root,witness,bridge,affected_count,llm_calls,time,result_file
deepseek-v3,cuad,scc_11,34,temporal_gate,cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10_12_C__cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10__b90caf8e__9,cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10_12_C__cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10__b90caf8e__11.4.3,cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10_12_C__cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10__b90caf8e__7.2,2,57,367.83151292800903,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_paper_v3_b60_cuad34_temporal_gate_critical_b60_1778871151.json
gpt-4o,cuad,scc_11,34,condition_trigger,cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10_12_C__cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10__b90caf8e__9,cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10_12_C__cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10__b90caf8e__11.4.3,cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10_12_C__cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10__b90caf8e__7.2,2,59,270.9233169555664,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_paper_v3_b60_cuad34_condition_trigger_critical_b60_1778871462.json
deepseek-v3,cuad,scc_11,34,condition_trigger,cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10_12_C__cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10__b90caf8e__9,cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10_12_C__cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10__b90caf8e__11.4.3,cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10_12_C__cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10__b90caf8e__7.2,2,60,415.0932538509369,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_paper_v3_b60_cuad34_condition_trigger_critical_b60_1778871462.json
qwen2.5-72b,debian,scc_23,11,direct_mutex,node-parse-json,node-deep-equal,,2,56,186.66964673995972,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_debian11_direct_mutex_critical_b60_1779122697.json
qwen2.5-72b,debian,scc_23,11,handoff_invariant,node-parse-json,node-deep-equal,node-tape,2,51,233.94073128700256,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_debian11_handoff_invariant_critical_b60_1779122697.json
qwen2.5-72b,debian,scc_23,11,temporal_gate,node-parse-json,node-deep-equal,node-tape,2,50,201.36456108093262,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_debian11_temporal_gate_critical_b60_1779122697.json
qwen2.5-72b,debian,scc_23,11,condition_trigger,node-parse-json,node-deep-equal,node-tape,2,56,192.32280802726746,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_debian11_condition_trigger_critical_b60_1779122697.json
qwen2.5-72b,debian,scc_8,12,direct_mutex,libecore-x1,libecore-input1,,2,57,226.33466291427612,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_debian12_direct_mutex_critical_b60_1779122697.json
qwen2.5-72b,debian,scc_8,12,handoff_invariant,libecore-x1,libecore-input1,libevas1-engines-x,2,60,249.53194069862366,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_debian12_handoff_invariant_critical_b60_1779122697.json
qwen2.5-72b,debian,scc_8,12,temporal_gate,libecore-x1,libecore-input1,libevas1-engines-x,2,57,269.03172397613525,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_debian12_temporal_gate_critical_b60_1779122697.json
qwen2.5-72b,debian,scc_8,12,condition_trigger,libecore-x1,libecore-input1,libevas1-engines-x,2,58,241.92121291160583,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_debian12_condition_trigger_critical_b60_1779122697.json
qwen2.5-72b,sec_ex21,scc_5,9,direct_mutex,us-cw-3682212,us-cw-3682811,,2,58,183.9581937789917,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_sec_ex219_direct_mutex_critical_b60_1779122957.json
qwen2.5-72b,sec_ex21,scc_6,9,handoff_invariant,us-cw-3682212,us-cw-3682811,us-cw-3682211,2,56,194.92080211639404,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_sec_ex219_handoff_invariant_critical_b60_1779122957.json
qwen2.5-72b,sec_ex21,scc_1,9,temporal_gate,us-cw-3682212,us-cw-3682811,us-cw-3682211,2,58,203.2357702255249,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_sec_ex219_temporal_gate_critical_b60_1779122958.json
qwen2.5-72b,sec_ex21,scc_6,9,condition_trigger,us-cw-3682212,us-cw-3682811,us-cw-3682211,2,56,189.1445667743683,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_sec_ex219_condition_trigger_critical_b60_1779122993.json
qwen2.5-72b,sec_ex21,scc_5,10,direct_mutex,us-cw-515909,us-cw-1020294,,2,57,176.04578399658203,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_sec_ex2110_direct_mutex_critical_b60_1779123022.json
qwen2.5-72b,sec_ex21,scc_6,10,handoff_invariant,us-cw-515909,us-cw-1020294,us-cw-515912,2,60,521.6721520423889,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_sec_ex2110_handoff_invariant_critical_b60_1779123031.json
qwen2.5-72b,sec_ex21,scc_2,10,temporal_gate,us-cw-515909,us-cw-1020294,us-cw-515912,2,60,196.96957683563232,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_sec_ex2110_temporal_gate_critical_b60_1779123042.json
qwen2.5-72b,sec_ex21,scc_4,10,condition_trigger,us-cw-515909,us-cw-1020294,us-cw-515912,2,60,195.6702799797058,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_sec_ex2110_condition_trigger_critical_b60_1779123066.json
qwen2.5-72b,sec_ex21,scc_7,11,direct_mutex,us-cw-406176,us-cw-423245,,2,58,213.9672830104828,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_sec_ex2111_direct_mutex_critical_b60_1779123194.json
qwen2.5-72b,sec_ex21,scc_1,11,handoff_invariant,us-cw-406176,us-cw-423245,us-cw-74754,2,57,177.80642199516296,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_sec_ex2111_handoff_invariant_critical_b60_1779123220.json
qwen2.5-72b,sec_ex21,scc_6,11,temporal_gate,us-cw-406176,us-cw-423245,us-cw-74754,2,59,200.55882501602173,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_sec_ex2111_temporal_gate_critical_b60_1779123222.json
qwen2.5-72b,sec_ex21,scc_0,11,condition_trigger,us-cw-406176,us-cw-423245,us-cw-74754,2,60,208.15838599205017,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_sec_ex2111_condition_trigger_critical_b60_1779123255.json
qwen2.5-72b,sec_ex21,scc_0,12,direct_mutex,us-cw-708556,us-cw-502062,,2,60,248.937087059021,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_sec_ex2112_direct_mutex_critical_b60_1779123268.json
qwen2.5-72b,sec_ex21,scc_5,12,handoff_invariant,us-cw-708556,us-cw-502062,us-cw-911364,2,60,252.15425992012024,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_sec_ex2112_handoff_invariant_critical_b60_1779123305.json
qwen2.5-72b,sec_ex21,scc_4,12,temporal_gate,us-cw-708556,us-cw-502062,us-cw-911364,2,60,176.53223776817322,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_sec_ex2112_temporal_gate_critical_b60_1779123330.json
qwen2.5-72b,sec_ex21,scc_3,12,condition_trigger,us-cw-708556,us-cw-502062,us-cw-911364,2,60,269.9586718082428,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_sec_ex2112_condition_trigger_critical_b60_1779123454.json
qwen2.5-72b,sec_ex21,scc_0,18,direct_mutex,us-cw-841126,us-cw-118216,,2,57,455.57104301452637,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_sec_ex2118_direct_mutex_critical_b60_1779123462.json
qwen2.5-72b,sec_ex21,scc_6,18,handoff_invariant,us-cw-841126,us-cw-118216,us-cw-130,2,60,758.6523861885071,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_sec_ex2118_handoff_invariant_critical_b60_1779123494.json
qwen2.5-72b,sec_ex21,scc_6,18,temporal_gate,us-cw-841126,us-cw-118216,us-cw-130,2,60,714.8433899879456,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_sec_ex2118_temporal_gate_critical_b60_1779123530.json
qwen2.5-72b,sec_ex21,scc_4,18,condition_trigger,us-cw-841126,us-cw-118216,us-cw-130,2,60,832.2363300323486,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_sec_ex2118_condition_trigger_critical_b60_1779123565.json
qwen2.5-72b,bgb,scc_7,9,direct_mutex,bgb_559e,bgb_558,,2,60,1340.762687921524,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_bgb9_direct_mutex_critical_b60_1779123616.json
qwen2.5-72b,bgb,scc_7,9,handoff_invariant,bgb_559e,bgb_558,bgb_555d,2,60,1024.7071769237518,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_bgb9_handoff_invariant_critical_b60_1779123633.json
qwen2.5-72b,bgb,scc_7,9,temporal_gate,bgb_559e,bgb_558,bgb_555d,2,60,1206.2780232429504,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_bgb9_temporal_gate_critical_b60_1779123682.json
qwen2.5-72b,bgb,scc_7,9,condition_trigger,bgb_559e,bgb_558,bgb_555d,2,57,1107.192265033722,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_bgb9_condition_trigger_critical_b60_1779123821.json
qwen2.5-72b,bgb,scc_0,11,direct_mutex,bgb_311a,bgb_280,,2,58,697.8870809078217,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_bgb11_direct_mutex_critical_b60_1779124386.json
qwen2.5-72b,bgb,scc_0,11,handoff_invariant,bgb_311a,bgb_280,bgb_347,2,59,409.98510098457336,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_bgb11_handoff_invariant_critical_b60_1779124758.json
qwen2.5-72b,bgb,scc_0,11,temporal_gate,bgb_311a,bgb_280,bgb_347,2,58,322.56577801704407,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_bgb11_temporal_gate_critical_b60_1779124956.json
qwen2.5-72b,bgb,scc_0,11,condition_trigger,bgb_311a,bgb_280,bgb_347,2,57,290.0208239555359,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_bgb11_condition_trigger_critical_b60_1779125185.json
qwen2.5-72b,bgb,scc_3,25,direct_mutex,bgb_505,bgb_491,,2,60,682.0527496337891,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_bgb25_direct_mutex_critical_b60_1779125189.json
qwen2.5-72b,bgb,scc_3,25,handoff_invariant,bgb_505,bgb_491,bgb_514,2,60,254.08909487724304,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_bgb25_handoff_invariant_critical_b60_1779125194.json
qwen2.5-72b,bgb,scc_3,25,temporal_gate,bgb_505,bgb_491,bgb_514,2,60,404.31407380104065,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_bgb25_temporal_gate_critical_b60_1779125212.json
qwen2.5-72b,bgb,scc_3,25,condition_trigger,bgb_505,bgb_491,bgb_514,2,60,660.7750630378723,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_bgb25_condition_trigger_critical_b60_1779125266.json
qwen2.5-72b,cuad,scc_50,12,direct_mutex,cuad_ScansourceInc_20190822_10_K_EX_10_38_117__cuad_ScansourceInc_20190822_10_K_EX_10_38_22a79c1d__21,cuad_ScansourceInc_20190822_10_K_EX_10_38_117__cuad_ScansourceInc_20190822_10_K_EX_10_38_22a79c1d__26,,2,52,1706.2379467487335,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_cuad12_direct_mutex_critical_b60_1779125380.json
qwen2.5-72b,cuad,scc_50,12,handoff_invariant,cuad_ScansourceInc_20190822_10_K_EX_10_38_117__cuad_ScansourceInc_20190822_10_K_EX_10_38_22a79c1d__21,cuad_ScansourceInc_20190822_10_K_EX_10_38_117__cuad_ScansourceInc_20190822_10_K_EX_10_38_22a79c1d__26,cuad_ScansourceInc_20190822_10_K_EX_10_38_117__cuad_ScansourceInc_20190822_10_K_EX_10_38_22a79c1d__4,2,55,1319.2912361621857,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_cuad12_handoff_invariant_critical_b60_1779125515.json
qwen2.5-72b,cuad,scc_50,12,temporal_gate,cuad_ScansourceInc_20190822_10_K_EX_10_38_117__cuad_ScansourceInc_20190822_10_K_EX_10_38_22a79c1d__21,cuad_ScansourceInc_20190822_10_K_EX_10_38_117__cuad_ScansourceInc_20190822_10_K_EX_10_38_22a79c1d__26,cuad_ScansourceInc_20190822_10_K_EX_10_38_117__cuad_ScansourceInc_20190822_10_K_EX_10_38_22a79c1d__4,2,51,1504.2488079071045,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_cuad12_temporal_gate_critical_b60_1779125536.json
qwen2.5-72b,cuad,scc_50,12,condition_trigger,cuad_ScansourceInc_20190822_10_K_EX_10_38_117__cuad_ScansourceInc_20190822_10_K_EX_10_38_22a79c1d__21,cuad_ScansourceInc_20190822_10_K_EX_10_38_117__cuad_ScansourceInc_20190822_10_K_EX_10_38_22a79c1d__26,cuad_ScansourceInc_20190822_10_K_EX_10_38_117__cuad_ScansourceInc_20190822_10_K_EX_10_38_22a79c1d__4,2,55,1237.5592730045319,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_cuad12_condition_trigger_critical_b60_1779125776.json
qwen2.5-72b,cuad,scc_8,14,direct_mutex,cuad_BELLICUMPHARMACEUTICALS_INC_05_07_2019_E__cuad_BELLICUMPHARMACEUTICALS_INC_05_07_20_bacf7641__17,cuad_BELLICUMPHARMACEUTICALS_INC_05_07_2019_E__cuad_BELLICUMPHARMACEUTICALS_INC_05_07_20_bacf7641__13,,2,59,1429.2936911582947,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_cuad14_direct_mutex_critical_b60_1779125913.json
qwen2.5-72b,cuad,scc_8,14,handoff_invariant,cuad_BELLICUMPHARMACEUTICALS_INC_05_07_2019_E__cuad_BELLICUMPHARMACEUTICALS_INC_05_07_20_bacf7641__17,cuad_BELLICUMPHARMACEUTICALS_INC_05_07_2019_E__cuad_BELLICUMPHARMACEUTICALS_INC_05_07_20_bacf7641__13,cuad_BELLICUMPHARMACEUTICALS_INC_05_07_2019_E__cuad_BELLICUMPHARMACEUTICALS_INC_05_07_20_bacf7641__2.11,2,56,2076.708135843277,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_cuad14_handoff_invariant_critical_b60_1779126632.json
qwen2.5-72b,cuad,scc_8,14,temporal_gate,cuad_BELLICUMPHARMACEUTICALS_INC_05_07_2019_E__cuad_BELLICUMPHARMACEUTICALS_INC_05_07_20_bacf7641__17,cuad_BELLICUMPHARMACEUTICALS_INC_05_07_2019_E__cuad_BELLICUMPHARMACEUTICALS_INC_05_07_20_bacf7641__13,cuad_BELLICUMPHARMACEUTICALS_INC_05_07_2019_E__cuad_BELLICUMPHARMACEUTICALS_INC_05_07_20_bacf7641__2.11,2,59,1987.9818587303162,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_cuad14_temporal_gate_critical_b60_1779126736.json
qwen2.5-72b,cuad,scc_8,14,condition_trigger,cuad_BELLICUMPHARMACEUTICALS_INC_05_07_2019_E__cuad_BELLICUMPHARMACEUTICALS_INC_05_07_20_bacf7641__17,cuad_BELLICUMPHARMACEUTICALS_INC_05_07_2019_E__cuad_BELLICUMPHARMACEUTICALS_INC_05_07_20_bacf7641__13,cuad_BELLICUMPHARMACEUTICALS_INC_05_07_2019_E__cuad_BELLICUMPHARMACEUTICALS_INC_05_07_20_bacf7641__2.11,2,58,1504.4640803337097,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_cuad14_condition_trigger_critical_b60_1779127044.json
qwen2.5-72b,cuad,scc_23,16,direct_mutex,cuad_CoherusBiosciencesInc_20200227_10_K_EX_1__cuad_CoherusBiosciencesInc_20200227_10_K__a1c18676__9.6,cuad_CoherusBiosciencesInc_20200227_10_K_EX_1__cuad_CoherusBiosciencesInc_20200227_10_K__a1c18676__4.1.1,,2,57,1280.3472073078156,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_cuad16_direct_mutex_critical_b60_1779128380.json
qwen2.5-72b,cuad,scc_23,16,handoff_invariant,cuad_CoherusBiosciencesInc_20200227_10_K_EX_1__cuad_CoherusBiosciencesInc_20200227_10_K__a1c18676__9.6,cuad_CoherusBiosciencesInc_20200227_10_K_EX_1__cuad_CoherusBiosciencesInc_20200227_10_K__a1c18676__4.1.1,cuad_CoherusBiosciencesInc_20200227_10_K_EX_1__cuad_CoherusBiosciencesInc_20200227_10_K__a1c18676__12.3,2,59,1247.1681027412415,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_cuad16_handoff_invariant_critical_b60_1779128569.json
qwen2.5-72b,cuad,scc_23,16,temporal_gate,cuad_CoherusBiosciencesInc_20200227_10_K_EX_1__cuad_CoherusBiosciencesInc_20200227_10_K__a1c18676__9.6,cuad_CoherusBiosciencesInc_20200227_10_K_EX_1__cuad_CoherusBiosciencesInc_20200227_10_K__a1c18676__4.1.1,cuad_CoherusBiosciencesInc_20200227_10_K_EX_1__cuad_CoherusBiosciencesInc_20200227_10_K__a1c18676__12.3,2,57,1222.9800519943237,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_cuad16_temporal_gate_critical_b60_1779128655.json
qwen2.5-72b,cuad,scc_23,16,condition_trigger,cuad_CoherusBiosciencesInc_20200227_10_K_EX_1__cuad_CoherusBiosciencesInc_20200227_10_K__a1c18676__9.6,cuad_CoherusBiosciencesInc_20200227_10_K_EX_1__cuad_CoherusBiosciencesInc_20200227_10_K__a1c18676__4.1.1,cuad_CoherusBiosciencesInc_20200227_10_K_EX_1__cuad_CoherusBiosciencesInc_20200227_10_K__a1c18676__12.3,2,57,1205.3405408859253,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_cuad16_condition_trigger_critical_b60_1779128677.json
qwen2.5-72b,cuad,scc_0,17,direct_mutex,cuad_AimmuneTherapeuticsInc_20200205_8_K_EX_1__cuad_AimmuneTherapeuticsInc_20200205_8_K__a14c0805__9.3.3,cuad_AimmuneTherapeuticsInc_20200205_8_K_EX_1__cuad_AimmuneTherapeuticsInc_20200205_8_K__a14c0805__9.4.2,,2,57,1413.6020419597626,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_cuad17_direct_mutex_critical_b60_1779128942.json
qwen2.5-72b,cuad,scc_0,17,handoff_invariant,cuad_AimmuneTherapeuticsInc_20200205_8_K_EX_1__cuad_AimmuneTherapeuticsInc_20200205_8_K__a14c0805__9.3.3,cuad_AimmuneTherapeuticsInc_20200205_8_K_EX_1__cuad_AimmuneTherapeuticsInc_20200205_8_K__a14c0805__9.4.2,cuad_AimmuneTherapeuticsInc_20200205_8_K_EX_1__cuad_AimmuneTherapeuticsInc_20200205_8_K__a14c0805__11,2,60,1467.1456191539764,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_cuad17_handoff_invariant_critical_b60_1779130099.json
qwen2.5-72b,cuad,scc_0,17,temporal_gate,cuad_AimmuneTherapeuticsInc_20200205_8_K_EX_1__cuad_AimmuneTherapeuticsInc_20200205_8_K__a14c0805__9.3.3,cuad_AimmuneTherapeuticsInc_20200205_8_K_EX_1__cuad_AimmuneTherapeuticsInc_20200205_8_K__a14c0805__9.4.2,cuad_AimmuneTherapeuticsInc_20200205_8_K_EX_1__cuad_AimmuneTherapeuticsInc_20200205_8_K__a14c0805__11,2,58,1753.7837717533112,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_cuad17_temporal_gate_critical_b60_1779130311.json
