case_order,case_id,model,domain,scc_id,scc_size,template,root,witness,bridge,affected_count,source_result_file,old_llm_calls,old_time_sec
147,147_gpt-4o_cuad28_scc_39_handoff_invariant,gpt-4o,cuad,scc_39,28,handoff_invariant,cuad_MANUFACTURERSSERVICESLTD_06_05_2000_EX_1__cuad_MANUFACTURERSSERVICESLTD_06_05_2000__dccdb230__3.1,cuad_MANUFACTURERSSERVICESLTD_06_05_2000_EX_1__cuad_MANUFACTURERSSERVICESLTD_06_05_2000__dccdb230__2.1,cuad_MANUFACTURERSSERVICESLTD_06_05_2000_EX_1__cuad_MANUFACTURERSSERVICESLTD_06_05_2000__dccdb230__6,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_critical_paper_v3_b60_cuad28_handoff_invariant_critical_b60_1778870736.json,57,270.2318608760834
148,148_deepseek-v3_cuad28_scc_39_handoff_invariant,deepseek-v3,cuad,scc_39,28,handoff_invariant,cuad_MANUFACTURERSSERVICESLTD_06_05_2000_EX_1__cuad_MANUFACTURERSSERVICESLTD_06_05_2000__dccdb230__3.1,cuad_MANUFACTURERSSERVICESLTD_06_05_2000_EX_1__cuad_MANUFACTURERSSERVICESLTD_06_05_2000__dccdb230__2.1,cuad_MANUFACTURERSSERVICESLTD_06_05_2000_EX_1__cuad_MANUFACTURERSSERVICESLTD_06_05_2000__dccdb230__6,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_critical_paper_v3_b60_cuad28_handoff_invariant_critical_b60_1778870736.json,57,363.0127031803131
149,149_gpt-4o_cuad28_scc_39_temporal_gate,gpt-4o,cuad,scc_39,28,temporal_gate,cuad_MANUFACTURERSSERVICESLTD_06_05_2000_EX_1__cuad_MANUFACTURERSSERVICESLTD_06_05_2000__dccdb230__3.1,cuad_MANUFACTURERSSERVICESLTD_06_05_2000_EX_1__cuad_MANUFACTURERSSERVICESLTD_06_05_2000__dccdb230__2.1,cuad_MANUFACTURERSSERVICESLTD_06_05_2000_EX_1__cuad_MANUFACTURERSSERVICESLTD_06_05_2000__dccdb230__6,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_paper_v3_b60_cuad28_temporal_gate_critical_b60_1778870754.json,60,207.99131202697754
150,150_deepseek-v3_cuad28_scc_39_temporal_gate,deepseek-v3,cuad,scc_39,28,temporal_gate,cuad_MANUFACTURERSSERVICESLTD_06_05_2000_EX_1__cuad_MANUFACTURERSSERVICESLTD_06_05_2000__dccdb230__3.1,cuad_MANUFACTURERSSERVICESLTD_06_05_2000_EX_1__cuad_MANUFACTURERSSERVICESLTD_06_05_2000__dccdb230__2.1,cuad_MANUFACTURERSSERVICESLTD_06_05_2000_EX_1__cuad_MANUFACTURERSSERVICESLTD_06_05_2000__dccdb230__6,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_paper_v3_b60_cuad28_temporal_gate_critical_b60_1778870754.json,53,354.05320715904236
151,151_gpt-4o_cuad28_scc_39_condition_trigger,gpt-4o,cuad,scc_39,28,condition_trigger,cuad_MANUFACTURERSSERVICESLTD_06_05_2000_EX_1__cuad_MANUFACTURERSSERVICESLTD_06_05_2000__dccdb230__3.1,cuad_MANUFACTURERSSERVICESLTD_06_05_2000_EX_1__cuad_MANUFACTURERSSERVICESLTD_06_05_2000__dccdb230__2.1,cuad_MANUFACTURERSSERVICESLTD_06_05_2000_EX_1__cuad_MANUFACTURERSSERVICESLTD_06_05_2000__dccdb230__6,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_paper_v3_b60_cuad28_condition_trigger_critical_b60_1778870763.json,60,280.2105121612549
152,152_deepseek-v3_cuad28_scc_39_condition_trigger,deepseek-v3,cuad,scc_39,28,condition_trigger,cuad_MANUFACTURERSSERVICESLTD_06_05_2000_EX_1__cuad_MANUFACTURERSSERVICESLTD_06_05_2000__dccdb230__3.1,cuad_MANUFACTURERSSERVICESLTD_06_05_2000_EX_1__cuad_MANUFACTURERSSERVICESLTD_06_05_2000__dccdb230__2.1,cuad_MANUFACTURERSSERVICESLTD_06_05_2000_EX_1__cuad_MANUFACTURERSSERVICESLTD_06_05_2000__dccdb230__6,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_paper_v3_b60_cuad28_condition_trigger_critical_b60_1778870763.json,60,365.4730348587036
153,153_gpt-4o_cuad34_scc_11_direct_mutex,gpt-4o,cuad,scc_11,34,direct_mutex,cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10_12_C__cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10__b90caf8e__9,cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10_12_C__cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10__b90caf8e__11.4.3,,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_critical_paper_v3_b60_cuad34_direct_mutex_critical_b60_1778870829.json,55,311.5615186691284
154,154_deepseek-v3_cuad34_scc_11_direct_mutex,deepseek-v3,cuad,scc_11,34,direct_mutex,cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10_12_C__cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10__b90caf8e__9,cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10_12_C__cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10__b90caf8e__11.4.3,,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_critical_paper_v3_b60_cuad34_direct_mutex_critical_b60_1778870829.json,57,412.48012590408325
155,155_gpt-4o_cuad34_scc_11_handoff_invariant,gpt-4o,cuad,scc_11,34,handoff_invariant,cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10_12_C__cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10__b90caf8e__9,cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10_12_C__cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10__b90caf8e__11.4.3,cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10_12_C__cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10__b90caf8e__7.2,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_critical_paper_v3_b60_cuad34_handoff_invariant_critical_b60_1778870959.json,60,333.6160891056061
156,156_deepseek-v3_cuad34_scc_11_handoff_invariant,deepseek-v3,cuad,scc_11,34,handoff_invariant,cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10_12_C__cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10__b90caf8e__9,cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10_12_C__cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10__b90caf8e__11.4.3,cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10_12_C__cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10__b90caf8e__7.2,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_critical_paper_v3_b60_cuad34_handoff_invariant_critical_b60_1778870959.json,60,364.67415404319763
157,157_gpt-4o_cuad34_scc_11_temporal_gate,gpt-4o,cuad,scc_11,34,temporal_gate,cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10_12_C__cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10__b90caf8e__9,cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10_12_C__cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10__b90caf8e__11.4.3,cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10_12_C__cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10__b90caf8e__7.2,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_paper_v3_b60_cuad34_temporal_gate_critical_b60_1778871151.json,57,236.6475830078125
158,158_deepseek-v3_cuad34_scc_11_temporal_gate,deepseek-v3,cuad,scc_11,34,temporal_gate,cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10_12_C__cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10__b90caf8e__9,cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10_12_C__cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10__b90caf8e__11.4.3,cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10_12_C__cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10__b90caf8e__7.2,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_paper_v3_b60_cuad34_temporal_gate_critical_b60_1778871151.json,57,367.83151292800903
159,159_gpt-4o_cuad34_scc_11_condition_trigger,gpt-4o,cuad,scc_11,34,condition_trigger,cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10_12_C__cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10__b90caf8e__9,cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10_12_C__cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10__b90caf8e__11.4.3,cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10_12_C__cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10__b90caf8e__7.2,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_paper_v3_b60_cuad34_condition_trigger_critical_b60_1778871462.json,59,270.9233169555664
160,160_deepseek-v3_cuad34_scc_11_condition_trigger,deepseek-v3,cuad,scc_11,34,condition_trigger,cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10_12_C__cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10__b90caf8e__9,cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10_12_C__cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10__b90caf8e__11.4.3,cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10_12_C__cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10__b90caf8e__7.2,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_paper_v3_b60_cuad34_condition_trigger_critical_b60_1778871462.json,60,415.0932538509369
161,161_qwen2.5-72b_debian11_scc_23_direct_mutex,qwen2.5-72b,debian,scc_23,11,direct_mutex,node-parse-json,node-deep-equal,,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_debian11_direct_mutex_critical_b60_1779122697.json,56,186.66964673995972
162,162_qwen2.5-72b_debian11_scc_23_handoff_invariant,qwen2.5-72b,debian,scc_23,11,handoff_invariant,node-parse-json,node-deep-equal,node-tape,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_debian11_handoff_invariant_critical_b60_1779122697.json,51,233.94073128700256
163,163_qwen2.5-72b_debian11_scc_23_temporal_gate,qwen2.5-72b,debian,scc_23,11,temporal_gate,node-parse-json,node-deep-equal,node-tape,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_debian11_temporal_gate_critical_b60_1779122697.json,50,201.36456108093262
164,164_qwen2.5-72b_debian11_scc_23_condition_trigger,qwen2.5-72b,debian,scc_23,11,condition_trigger,node-parse-json,node-deep-equal,node-tape,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_debian11_condition_trigger_critical_b60_1779122697.json,56,192.32280802726746
165,165_qwen2.5-72b_debian12_scc_8_direct_mutex,qwen2.5-72b,debian,scc_8,12,direct_mutex,libecore-x1,libecore-input1,,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_debian12_direct_mutex_critical_b60_1779122697.json,57,226.33466291427612
166,166_qwen2.5-72b_debian12_scc_8_handoff_invariant,qwen2.5-72b,debian,scc_8,12,handoff_invariant,libecore-x1,libecore-input1,libevas1-engines-x,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_debian12_handoff_invariant_critical_b60_1779122697.json,60,249.53194069862366
167,167_qwen2.5-72b_debian12_scc_8_temporal_gate,qwen2.5-72b,debian,scc_8,12,temporal_gate,libecore-x1,libecore-input1,libevas1-engines-x,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_debian12_temporal_gate_critical_b60_1779122697.json,57,269.03172397613525
168,168_qwen2.5-72b_debian12_scc_8_condition_trigger,qwen2.5-72b,debian,scc_8,12,condition_trigger,libecore-x1,libecore-input1,libevas1-engines-x,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_debian12_condition_trigger_critical_b60_1779122697.json,58,241.92121291160583
169,169_qwen2.5-72b_sec_ex219_scc_5_direct_mutex,qwen2.5-72b,sec_ex21,scc_5,9,direct_mutex,us-cw-3682212,us-cw-3682811,,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_sec_ex219_direct_mutex_critical_b60_1779122957.json,58,183.9581937789917
170,170_qwen2.5-72b_sec_ex219_scc_6_handoff_invariant,qwen2.5-72b,sec_ex21,scc_6,9,handoff_invariant,us-cw-3682212,us-cw-3682811,us-cw-3682211,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_sec_ex219_handoff_invariant_critical_b60_1779122957.json,56,194.92080211639404
171,171_qwen2.5-72b_sec_ex219_scc_1_temporal_gate,qwen2.5-72b,sec_ex21,scc_1,9,temporal_gate,us-cw-3682212,us-cw-3682811,us-cw-3682211,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_sec_ex219_temporal_gate_critical_b60_1779122958.json,58,203.2357702255249
172,172_qwen2.5-72b_sec_ex219_scc_6_condition_trigger,qwen2.5-72b,sec_ex21,scc_6,9,condition_trigger,us-cw-3682212,us-cw-3682811,us-cw-3682211,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_sec_ex219_condition_trigger_critical_b60_1779122993.json,56,189.1445667743683
173,173_qwen2.5-72b_sec_ex2110_scc_5_direct_mutex,qwen2.5-72b,sec_ex21,scc_5,10,direct_mutex,us-cw-515909,us-cw-1020294,,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_sec_ex2110_direct_mutex_critical_b60_1779123022.json,57,176.04578399658203
174,174_qwen2.5-72b_sec_ex2110_scc_6_handoff_invariant,qwen2.5-72b,sec_ex21,scc_6,10,handoff_invariant,us-cw-515909,us-cw-1020294,us-cw-515912,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_sec_ex2110_handoff_invariant_critical_b60_1779123031.json,60,521.6721520423889
175,175_qwen2.5-72b_sec_ex2110_scc_2_temporal_gate,qwen2.5-72b,sec_ex21,scc_2,10,temporal_gate,us-cw-515909,us-cw-1020294,us-cw-515912,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_sec_ex2110_temporal_gate_critical_b60_1779123042.json,60,196.96957683563232
176,176_qwen2.5-72b_sec_ex2110_scc_4_condition_trigger,qwen2.5-72b,sec_ex21,scc_4,10,condition_trigger,us-cw-515909,us-cw-1020294,us-cw-515912,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_sec_ex2110_condition_trigger_critical_b60_1779123066.json,60,195.6702799797058
177,177_qwen2.5-72b_sec_ex2111_scc_7_direct_mutex,qwen2.5-72b,sec_ex21,scc_7,11,direct_mutex,us-cw-406176,us-cw-423245,,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_sec_ex2111_direct_mutex_critical_b60_1779123194.json,58,213.9672830104828
178,178_qwen2.5-72b_sec_ex2111_scc_1_handoff_invariant,qwen2.5-72b,sec_ex21,scc_1,11,handoff_invariant,us-cw-406176,us-cw-423245,us-cw-74754,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_sec_ex2111_handoff_invariant_critical_b60_1779123220.json,57,177.80642199516296
179,179_qwen2.5-72b_sec_ex2111_scc_6_temporal_gate,qwen2.5-72b,sec_ex21,scc_6,11,temporal_gate,us-cw-406176,us-cw-423245,us-cw-74754,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_sec_ex2111_temporal_gate_critical_b60_1779123222.json,59,200.55882501602173
180,180_qwen2.5-72b_sec_ex2111_scc_0_condition_trigger,qwen2.5-72b,sec_ex21,scc_0,11,condition_trigger,us-cw-406176,us-cw-423245,us-cw-74754,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_sec_ex2111_condition_trigger_critical_b60_1779123255.json,60,208.15838599205017
181,181_qwen2.5-72b_sec_ex2112_scc_0_direct_mutex,qwen2.5-72b,sec_ex21,scc_0,12,direct_mutex,us-cw-708556,us-cw-502062,,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_sec_ex2112_direct_mutex_critical_b60_1779123268.json,60,248.937087059021
182,182_qwen2.5-72b_sec_ex2112_scc_5_handoff_invariant,qwen2.5-72b,sec_ex21,scc_5,12,handoff_invariant,us-cw-708556,us-cw-502062,us-cw-911364,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_sec_ex2112_handoff_invariant_critical_b60_1779123305.json,60,252.15425992012024
183,183_qwen2.5-72b_sec_ex2112_scc_4_temporal_gate,qwen2.5-72b,sec_ex21,scc_4,12,temporal_gate,us-cw-708556,us-cw-502062,us-cw-911364,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_sec_ex2112_temporal_gate_critical_b60_1779123330.json,60,176.53223776817322
184,184_qwen2.5-72b_sec_ex2112_scc_3_condition_trigger,qwen2.5-72b,sec_ex21,scc_3,12,condition_trigger,us-cw-708556,us-cw-502062,us-cw-911364,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_sec_ex2112_condition_trigger_critical_b60_1779123454.json,60,269.9586718082428
185,185_qwen2.5-72b_sec_ex2118_scc_0_direct_mutex,qwen2.5-72b,sec_ex21,scc_0,18,direct_mutex,us-cw-841126,us-cw-118216,,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_sec_ex2118_direct_mutex_critical_b60_1779123462.json,57,455.57104301452637
186,186_qwen2.5-72b_sec_ex2118_scc_6_handoff_invariant,qwen2.5-72b,sec_ex21,scc_6,18,handoff_invariant,us-cw-841126,us-cw-118216,us-cw-130,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_sec_ex2118_handoff_invariant_critical_b60_1779123494.json,60,758.6523861885071
187,187_qwen2.5-72b_sec_ex2118_scc_6_temporal_gate,qwen2.5-72b,sec_ex21,scc_6,18,temporal_gate,us-cw-841126,us-cw-118216,us-cw-130,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_sec_ex2118_temporal_gate_critical_b60_1779123530.json,60,714.8433899879456
188,188_qwen2.5-72b_sec_ex2118_scc_4_condition_trigger,qwen2.5-72b,sec_ex21,scc_4,18,condition_trigger,us-cw-841126,us-cw-118216,us-cw-130,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_sec_ex2118_condition_trigger_critical_b60_1779123565.json,60,832.2363300323486
189,189_qwen2.5-72b_bgb9_scc_7_direct_mutex,qwen2.5-72b,bgb,scc_7,9,direct_mutex,bgb_559e,bgb_558,,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_bgb9_direct_mutex_critical_b60_1779123616.json,60,1340.762687921524
190,190_qwen2.5-72b_bgb9_scc_7_handoff_invariant,qwen2.5-72b,bgb,scc_7,9,handoff_invariant,bgb_559e,bgb_558,bgb_555d,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_bgb9_handoff_invariant_critical_b60_1779123633.json,60,1024.7071769237518
191,191_qwen2.5-72b_bgb9_scc_7_temporal_gate,qwen2.5-72b,bgb,scc_7,9,temporal_gate,bgb_559e,bgb_558,bgb_555d,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_bgb9_temporal_gate_critical_b60_1779123682.json,60,1206.2780232429504
192,192_qwen2.5-72b_bgb9_scc_7_condition_trigger,qwen2.5-72b,bgb,scc_7,9,condition_trigger,bgb_559e,bgb_558,bgb_555d,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_bgb9_condition_trigger_critical_b60_1779123821.json,57,1107.192265033722
193,193_qwen2.5-72b_bgb11_scc_0_direct_mutex,qwen2.5-72b,bgb,scc_0,11,direct_mutex,bgb_311a,bgb_280,,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_bgb11_direct_mutex_critical_b60_1779124386.json,58,697.8870809078217
194,194_qwen2.5-72b_bgb11_scc_0_handoff_invariant,qwen2.5-72b,bgb,scc_0,11,handoff_invariant,bgb_311a,bgb_280,bgb_347,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_bgb11_handoff_invariant_critical_b60_1779124758.json,59,409.98510098457336
195,195_qwen2.5-72b_bgb11_scc_0_temporal_gate,qwen2.5-72b,bgb,scc_0,11,temporal_gate,bgb_311a,bgb_280,bgb_347,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_bgb11_temporal_gate_critical_b60_1779124956.json,58,322.56577801704407
196,196_qwen2.5-72b_bgb11_scc_0_condition_trigger,qwen2.5-72b,bgb,scc_0,11,condition_trigger,bgb_311a,bgb_280,bgb_347,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_bgb11_condition_trigger_critical_b60_1779125185.json,57,290.0208239555359
197,197_qwen2.5-72b_bgb25_scc_3_direct_mutex,qwen2.5-72b,bgb,scc_3,25,direct_mutex,bgb_505,bgb_491,,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_bgb25_direct_mutex_critical_b60_1779125189.json,60,682.0527496337891
198,198_qwen2.5-72b_bgb25_scc_3_handoff_invariant,qwen2.5-72b,bgb,scc_3,25,handoff_invariant,bgb_505,bgb_491,bgb_514,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_bgb25_handoff_invariant_critical_b60_1779125194.json,60,254.08909487724304
