variant,variant_key,case_id,case_order,domain,scc_id,scc_size,template,invalid,root_at_3,risk_any,risk_all,compression,core_size,llm_calls,recorded_api_calls,total_tokens,runtime_sec,relation_probe_count,critical_pair_locked_count,critical_pair_candidate_count,first_risk_any_rollout,first_risk_all_rollout,result_file,subset,canonical_scc_size,canonical_scc_size_bin,canonical_domain,canonical_scc_id,canonical_template,canonical_case_order
No relation-first memory,no-relation-first-memory,38_cuad20_scc_28_temporal_gate,38,cuad,scc_28,20,cuad_temporal_notice_receipt_gate_critical,False,False,True,True,0.55,9,60,61,275135,184.32463192939758,0,32,4,8,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/38_cuad20_scc_28_temporal_gate__no-relation-first-memory.json,long20,20,large (20-34),cuad,scc_28,cuad_temporal_notice_receipt_gate_critical,38
Random local-window selection,random-local-window-selection,38_cuad20_scc_28_temporal_gate,38,cuad,scc_28,20,cuad_temporal_notice_receipt_gate_critical,False,True,False,False,0.55,9,60,62,264680,261.01850295066833,0,27,7,4,5,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/38_cuad20_scc_28_temporal_gate__random-local-window-selection.json,long20,20,large (20-34),cuad,scc_28,cuad_temporal_notice_receipt_gate_critical,38
Full SA-MCGS (locked main),full-sa-mcgs-locked,39_sec_ex2118_scc_1_handoff_invariant,39,sec_ex21,scc_1,18,sec_handoff_invariant_control_basis_critical,False,True,True,True,0.5,9,,,,199.3287181854248,18,20,11,7,8,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/39_sec_ex2118_scc_1_handoff_invariant__full-sa-mcgs-locked.json,long20,18,medium (12-18),sec_ex21,scc_1,sec_handoff_invariant_control_basis_critical,39
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,39_sec_ex2118_scc_1_handoff_invariant,39,sec_ex21,scc_1,11,sec_handoff_invariant_control_basis_critical,False,True,True,True,0.7272727272727273,3,60,60,118302,191.4739010334015,19,0,0,1,2,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/39_sec_ex2118_scc_1_handoff_invariant__no-critical-pair-ledger-revisit.json,long20,18,medium (12-18),sec_ex21,scc_1,sec_handoff_invariant_control_basis_critical,39
No relation-first memory,no-relation-first-memory,39_sec_ex2118_scc_1_handoff_invariant,39,sec_ex21,scc_1,11,sec_handoff_invariant_control_basis_critical,False,True,True,True,0.5454545454545454,5,60,60,116078,215.88295078277588,0,31,1,1,7,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/39_sec_ex2118_scc_1_handoff_invariant__no-relation-first-memory.json,long20,18,medium (12-18),sec_ex21,scc_1,sec_handoff_invariant_control_basis_critical,39
Random local-window selection,random-local-window-selection,39_sec_ex2118_scc_1_handoff_invariant,39,sec_ex21,scc_1,11,sec_handoff_invariant_control_basis_critical,False,True,True,False,0.5454545454545454,5,60,60,113012,115.97684001922607,0,30,4,10,39,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/39_sec_ex2118_scc_1_handoff_invariant__random-local-window-selection.json,long20,18,medium (12-18),sec_ex21,scc_1,sec_handoff_invariant_control_basis_critical,39
Full SA-MCGS (locked main),full-sa-mcgs-locked,40_sec_ex2118_scc_7_temporal_gate,40,sec_ex21,scc_7,18,sec_temporal_quarter_close_gate_critical,False,True,True,True,0.5,9,,,,189.38780784606934,18,21,6,6,8,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/40_sec_ex2118_scc_7_temporal_gate__full-sa-mcgs-locked.json,long20,18,medium (12-18),sec_ex21,scc_7,sec_temporal_quarter_close_gate_critical,40
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,40_sec_ex2118_scc_7_temporal_gate,40,sec_ex21,scc_7,12,sec_temporal_quarter_close_gate_critical,False,True,True,True,0.5833333333333333,5,60,60,100720,116.92543935775757,19,0,0,4,6,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/40_sec_ex2118_scc_7_temporal_gate__no-critical-pair-ledger-revisit.json,long20,18,medium (12-18),sec_ex21,scc_7,sec_temporal_quarter_close_gate_critical,40
No relation-first memory,no-relation-first-memory,40_sec_ex2118_scc_7_temporal_gate,40,sec_ex21,scc_7,12,sec_temporal_quarter_close_gate_critical,False,True,True,True,0.5,6,59,59,93371,115.29314279556274,0,19,1,2,12,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/40_sec_ex2118_scc_7_temporal_gate__no-relation-first-memory.json,long20,18,medium (12-18),sec_ex21,scc_7,sec_temporal_quarter_close_gate_critical,40
Random local-window selection,random-local-window-selection,40_sec_ex2118_scc_7_temporal_gate,40,sec_ex21,scc_7,12,sec_temporal_quarter_close_gate_critical,False,True,True,True,0.5,6,60,60,93441,113.23797130584717,0,21,0,1,2,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_long20_gpt4o_b60_ic4_cc4_20260711/results/40_sec_ex2118_scc_7_temporal_gate__random-local-window-selection.json,long20,18,medium (12-18),sec_ex21,scc_7,sec_temporal_quarter_close_gate_critical,40
Full SA-MCGS (locked main),full-sa-mcgs-locked,41_cuad18_scc_6_condition_trigger,41,cuad,scc_6,18,cuad_condition_trigger_unconfirmed_exception_critical,False,True,True,True,0.5,9,,,,252.37758111953735,18,26,11,3,31,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/41_cuad18_scc_6_condition_trigger__full-sa-mcgs-locked.json,midshort40,18,medium (12-18),cuad,scc_6,cuad_condition_trigger_unconfirmed_exception_critical,41
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,41_cuad18_scc_6_condition_trigger,41,cuad,scc_6,18,cuad_condition_trigger_unconfirmed_exception_critical,False,True,True,True,0.7222222222222222,5,60,65,273267,315.28068113327026,19,0,0,3,36,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/41_cuad18_scc_6_condition_trigger__no-critical-pair-ledger-revisit.json,midshort40,18,medium (12-18),cuad,scc_6,cuad_condition_trigger_unconfirmed_exception_critical,41
No relation-first memory,no-relation-first-memory,41_cuad18_scc_6_condition_trigger,41,cuad,scc_6,18,cuad_condition_trigger_unconfirmed_exception_critical,False,True,True,True,0.5,9,60,71,314495,417.44251704216003,0,32,10,9,10,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/41_cuad18_scc_6_condition_trigger__no-relation-first-memory.json,midshort40,18,medium (12-18),cuad,scc_6,cuad_condition_trigger_unconfirmed_exception_critical,41
Random local-window selection,random-local-window-selection,41_cuad18_scc_6_condition_trigger,41,cuad,scc_6,18,cuad_condition_trigger_unconfirmed_exception_critical,False,True,True,True,0.5,9,60,77,330640,445.2541489601135,0,30,9,4,14,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/41_cuad18_scc_6_condition_trigger__random-local-window-selection.json,midshort40,18,medium (12-18),cuad,scc_6,cuad_condition_trigger_unconfirmed_exception_critical,41
Full SA-MCGS (locked main),full-sa-mcgs-locked,42_cuad18_scc_6_handoff_invariant,42,cuad,scc_6,18,cuad_handoff_invariant_payment_status_critical,False,True,True,True,0.5,9,,,,378.91031193733215,18,22,11,8,33,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/42_cuad18_scc_6_handoff_invariant__full-sa-mcgs-locked.json,midshort40,18,medium (12-18),cuad,scc_6,cuad_handoff_invariant_payment_status_critical,42
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,42_cuad18_scc_6_handoff_invariant,42,cuad,scc_6,18,cuad_handoff_invariant_payment_status_critical,False,True,True,False,0.6666666666666667,6,60,66,295663,605.5783860683441,19,0,0,15,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/42_cuad18_scc_6_handoff_invariant__no-critical-pair-ledger-revisit.json,midshort40,18,medium (12-18),cuad,scc_6,cuad_handoff_invariant_payment_status_critical,42
No relation-first memory,no-relation-first-memory,42_cuad18_scc_6_handoff_invariant,42,cuad,scc_6,18,cuad_handoff_invariant_payment_status_critical,False,True,True,True,0.5,9,60,65,282407,280.6180558204651,0,29,16,4,6,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/42_cuad18_scc_6_handoff_invariant__no-relation-first-memory.json,midshort40,18,medium (12-18),cuad,scc_6,cuad_handoff_invariant_payment_status_critical,42
Random local-window selection,random-local-window-selection,42_cuad18_scc_6_handoff_invariant,42,cuad,scc_6,18,cuad_handoff_invariant_payment_status_critical,False,True,True,True,0.5,9,60,68,289753,338.8379247188568,0,29,12,4,33,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/42_cuad18_scc_6_handoff_invariant__random-local-window-selection.json,midshort40,18,medium (12-18),cuad,scc_6,cuad_handoff_invariant_payment_status_critical,42
Full SA-MCGS (locked main),full-sa-mcgs-locked,43_cuad18_scc_6_temporal_gate,43,cuad,scc_6,18,cuad_temporal_notice_receipt_gate_critical,False,True,True,True,0.5,9,,,,241.74254703521729,18,27,8,1,8,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/43_cuad18_scc_6_temporal_gate__full-sa-mcgs-locked.json,midshort40,18,medium (12-18),cuad,scc_6,cuad_temporal_notice_receipt_gate_critical,43
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,43_cuad18_scc_6_temporal_gate,43,cuad,scc_6,18,cuad_temporal_notice_receipt_gate_critical,False,True,True,True,0.6111111111111112,7,60,69,319006,279.50157594680786,19,0,0,27,37,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/43_cuad18_scc_6_temporal_gate__no-critical-pair-ledger-revisit.json,midshort40,18,medium (12-18),cuad,scc_6,cuad_temporal_notice_receipt_gate_critical,43
No relation-first memory,no-relation-first-memory,43_cuad18_scc_6_temporal_gate,43,cuad,scc_6,18,cuad_temporal_notice_receipt_gate_critical,False,True,True,True,0.5,9,60,70,312231,277.3103060722351,0,35,7,11,37,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/43_cuad18_scc_6_temporal_gate__no-relation-first-memory.json,midshort40,18,medium (12-18),cuad,scc_6,cuad_temporal_notice_receipt_gate_critical,43
Random local-window selection,random-local-window-selection,43_cuad18_scc_6_temporal_gate,43,cuad,scc_6,18,cuad_temporal_notice_receipt_gate_critical,False,True,True,False,0.5,9,60,68,286916,256.7887270450592,0,33,12,2,2,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/43_cuad18_scc_6_temporal_gate__random-local-window-selection.json,midshort40,18,medium (12-18),cuad,scc_6,cuad_temporal_notice_receipt_gate_critical,43
Full SA-MCGS (locked main),full-sa-mcgs-locked,44_sec_ex2118_scc_3_condition_trigger,44,sec_ex21,scc_3,18,sec_condition_trigger_unfiled_amendment_critical,False,True,True,True,0.5,9,,,,172.44178819656372,18,19,7,3,6,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/44_sec_ex2118_scc_3_condition_trigger__full-sa-mcgs-locked.json,midshort40,18,medium (12-18),sec_ex21,scc_3,sec_condition_trigger_unfiled_amendment_critical,44
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,44_sec_ex2118_scc_3_condition_trigger,44,sec_ex21,scc_3,12,sec_condition_trigger_unfiled_amendment_critical,False,True,True,True,0.6666666666666667,4,55,55,82500,109.78624081611633,19,0,0,1,22,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/44_sec_ex2118_scc_3_condition_trigger__no-critical-pair-ledger-revisit.json,midshort40,18,medium (12-18),sec_ex21,scc_3,sec_condition_trigger_unfiled_amendment_critical,44
No relation-first memory,no-relation-first-memory,44_sec_ex2118_scc_3_condition_trigger,44,sec_ex21,scc_3,12,sec_condition_trigger_unfiled_amendment_critical,False,True,True,True,0.5,6,55,55,77151,97.91381025314331,0,8,1,2,15,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/44_sec_ex2118_scc_3_condition_trigger__no-relation-first-memory.json,midshort40,18,medium (12-18),sec_ex21,scc_3,sec_condition_trigger_unfiled_amendment_critical,44
Random local-window selection,random-local-window-selection,44_sec_ex2118_scc_3_condition_trigger,44,sec_ex21,scc_3,12,sec_condition_trigger_unfiled_amendment_critical,False,True,True,False,0.5,6,56,56,80710,116.68977499008179,0,14,0,3,7,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/44_sec_ex2118_scc_3_condition_trigger__random-local-window-selection.json,midshort40,18,medium (12-18),sec_ex21,scc_3,sec_condition_trigger_unfiled_amendment_critical,44
Full SA-MCGS (locked main),full-sa-mcgs-locked,45_cuad17_scc_0_condition_trigger,45,cuad,scc_0,17,cuad_condition_trigger_unconfirmed_exception_critical,False,False,True,False,0.5294117647058824,8,,,,266.47658014297485,18,25,3,2,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/45_cuad17_scc_0_condition_trigger__full-sa-mcgs-locked.json,midshort40,17,medium (12-18),cuad,scc_0,cuad_condition_trigger_unconfirmed_exception_critical,45
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,45_cuad17_scc_0_condition_trigger,45,cuad,scc_0,17,cuad_condition_trigger_unconfirmed_exception_critical,False,False,True,False,0.5294117647058824,8,60,62,240159,199.39737915992737,19,0,0,2,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/45_cuad17_scc_0_condition_trigger__no-critical-pair-ledger-revisit.json,midshort40,17,medium (12-18),cuad,scc_0,cuad_condition_trigger_unconfirmed_exception_critical,45
No relation-first memory,no-relation-first-memory,45_cuad17_scc_0_condition_trigger,45,cuad,scc_0,17,cuad_condition_trigger_unconfirmed_exception_critical,False,True,True,True,0.5294117647058824,8,60,63,236839,218.3482949733734,0,30,5,1,32,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/45_cuad17_scc_0_condition_trigger__no-relation-first-memory.json,midshort40,17,medium (12-18),cuad,scc_0,cuad_condition_trigger_unconfirmed_exception_critical,45
Random local-window selection,random-local-window-selection,45_cuad17_scc_0_condition_trigger,45,cuad,scc_0,17,cuad_condition_trigger_unconfirmed_exception_critical,False,True,True,True,0.5294117647058824,8,58,60,224433,192.6130130290985,0,28,4,16,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/45_cuad17_scc_0_condition_trigger__random-local-window-selection.json,midshort40,17,medium (12-18),cuad,scc_0,cuad_condition_trigger_unconfirmed_exception_critical,45
Full SA-MCGS (locked main),full-sa-mcgs-locked,46_cuad17_scc_0_handoff_invariant,46,cuad,scc_0,17,cuad_handoff_invariant_payment_status_critical,False,False,True,True,0.5294117647058824,8,,,,220.19032502174377,18,23,6,6,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/46_cuad17_scc_0_handoff_invariant__full-sa-mcgs-locked.json,midshort40,17,medium (12-18),cuad,scc_0,cuad_handoff_invariant_payment_status_critical,46
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,46_cuad17_scc_0_handoff_invariant,46,cuad,scc_0,17,cuad_handoff_invariant_payment_status_critical,False,False,True,False,0.6470588235294117,6,60,61,229539,201.26898193359375,19,0,0,2,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/46_cuad17_scc_0_handoff_invariant__no-critical-pair-ledger-revisit.json,midshort40,17,medium (12-18),cuad,scc_0,cuad_handoff_invariant_payment_status_critical,46
No relation-first memory,no-relation-first-memory,46_cuad17_scc_0_handoff_invariant,46,cuad,scc_0,17,cuad_handoff_invariant_payment_status_critical,False,False,True,True,0.5294117647058824,8,60,61,231521,176.01239013671875,0,25,8,2,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/46_cuad17_scc_0_handoff_invariant__no-relation-first-memory.json,midshort40,17,medium (12-18),cuad,scc_0,cuad_handoff_invariant_payment_status_critical,46
Random local-window selection,random-local-window-selection,46_cuad17_scc_0_handoff_invariant,46,cuad,scc_0,17,cuad_handoff_invariant_payment_status_critical,False,False,True,False,0.5294117647058824,8,60,60,225619,169.59266185760498,0,30,2,52,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/46_cuad17_scc_0_handoff_invariant__random-local-window-selection.json,midshort40,17,medium (12-18),cuad,scc_0,cuad_handoff_invariant_payment_status_critical,46
Full SA-MCGS (locked main),full-sa-mcgs-locked,47_cuad17_scc_0_temporal_gate,47,cuad,scc_0,17,cuad_temporal_notice_receipt_gate_critical,False,False,True,False,0.5294117647058824,8,,,,266.76408219337463,18,24,6,2,3,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/47_cuad17_scc_0_temporal_gate__full-sa-mcgs-locked.json,midshort40,17,medium (12-18),cuad,scc_0,cuad_temporal_notice_receipt_gate_critical,47
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,47_cuad17_scc_0_temporal_gate,47,cuad,scc_0,17,cuad_temporal_notice_receipt_gate_critical,False,False,True,False,0.7058823529411764,5,60,60,233063,223.3452968597412,19,0,0,1,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/47_cuad17_scc_0_temporal_gate__no-critical-pair-ledger-revisit.json,midshort40,17,medium (12-18),cuad,scc_0,cuad_temporal_notice_receipt_gate_critical,47
No relation-first memory,no-relation-first-memory,47_cuad17_scc_0_temporal_gate,47,cuad,scc_0,17,cuad_temporal_notice_receipt_gate_critical,False,False,True,True,0.5294117647058824,8,60,62,233020,208.20950984954834,0,29,8,1,28,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/47_cuad17_scc_0_temporal_gate__no-relation-first-memory.json,midshort40,17,medium (12-18),cuad,scc_0,cuad_temporal_notice_receipt_gate_critical,47
Random local-window selection,random-local-window-selection,47_cuad17_scc_0_temporal_gate,47,cuad,scc_0,17,cuad_temporal_notice_receipt_gate_critical,False,False,True,False,0.5294117647058824,8,60,62,229247,200.61412906646729,0,27,4,8,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/47_cuad17_scc_0_temporal_gate__random-local-window-selection.json,midshort40,17,medium (12-18),cuad,scc_0,cuad_temporal_notice_receipt_gate_critical,47
Full SA-MCGS (locked main),full-sa-mcgs-locked,48_cuad16_scc_23_condition_trigger,48,cuad,scc_23,16,cuad_condition_trigger_unconfirmed_exception_critical,False,True,True,True,0.5,8,,,,360.58802461624146,18,21,5,1,2,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/48_cuad16_scc_23_condition_trigger__full-sa-mcgs-locked.json,midshort40,16,medium (12-18),cuad,scc_23,cuad_condition_trigger_unconfirmed_exception_critical,48
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,48_cuad16_scc_23_condition_trigger,48,cuad,scc_23,16,cuad_condition_trigger_unconfirmed_exception_critical,False,True,True,True,0.5625,7,54,58,255524,327.99491930007935,19,0,0,1,30,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/48_cuad16_scc_23_condition_trigger__no-critical-pair-ledger-revisit.json,midshort40,16,medium (12-18),cuad,scc_23,cuad_condition_trigger_unconfirmed_exception_critical,48
No relation-first memory,no-relation-first-memory,48_cuad16_scc_23_condition_trigger,48,cuad,scc_23,16,cuad_condition_trigger_unconfirmed_exception_critical,False,True,True,True,0.5,8,60,63,280295,217.10069823265076,0,20,8,7,8,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/48_cuad16_scc_23_condition_trigger__no-relation-first-memory.json,midshort40,16,medium (12-18),cuad,scc_23,cuad_condition_trigger_unconfirmed_exception_critical,48
Random local-window selection,random-local-window-selection,48_cuad16_scc_23_condition_trigger,48,cuad,scc_23,16,cuad_condition_trigger_unconfirmed_exception_critical,False,True,True,True,0.5,8,60,63,278685,303.81904220581055,0,25,3,1,2,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/48_cuad16_scc_23_condition_trigger__random-local-window-selection.json,midshort40,16,medium (12-18),cuad,scc_23,cuad_condition_trigger_unconfirmed_exception_critical,48
Full SA-MCGS (locked main),full-sa-mcgs-locked,49_cuad16_scc_23_handoff_invariant,49,cuad,scc_23,16,cuad_handoff_invariant_payment_status_critical,False,True,True,True,0.5,8,,,,326.39883303642273,18,21,3,4,25,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/49_cuad16_scc_23_handoff_invariant__full-sa-mcgs-locked.json,midshort40,16,medium (12-18),cuad,scc_23,cuad_handoff_invariant_payment_status_critical,49
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,49_cuad16_scc_23_handoff_invariant,49,cuad,scc_23,16,cuad_handoff_invariant_payment_status_critical,False,True,True,True,0.75,4,60,65,286317,321.32900500297546,19,0,0,2,8,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/49_cuad16_scc_23_handoff_invariant__no-critical-pair-ledger-revisit.json,midshort40,16,medium (12-18),cuad,scc_23,cuad_handoff_invariant_payment_status_critical,49
No relation-first memory,no-relation-first-memory,49_cuad16_scc_23_handoff_invariant,49,cuad,scc_23,16,cuad_handoff_invariant_payment_status_critical,False,True,True,True,0.5,8,60,62,275036,305.21673107147217,0,22,4,1,7,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/49_cuad16_scc_23_handoff_invariant__no-relation-first-memory.json,midshort40,16,medium (12-18),cuad,scc_23,cuad_handoff_invariant_payment_status_critical,49
Random local-window selection,random-local-window-selection,49_cuad16_scc_23_handoff_invariant,49,cuad,scc_23,16,cuad_handoff_invariant_payment_status_critical,False,True,True,True,0.5,8,60,64,276566,222.96077394485474,0,26,4,3,6,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/49_cuad16_scc_23_handoff_invariant__random-local-window-selection.json,midshort40,16,medium (12-18),cuad,scc_23,cuad_handoff_invariant_payment_status_critical,49
Full SA-MCGS (locked main),full-sa-mcgs-locked,50_cuad16_scc_23_temporal_gate,50,cuad,scc_23,16,cuad_temporal_notice_receipt_gate_critical,False,True,True,True,0.5,8,,,,278.9860911369324,18,24,2,2,5,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/50_cuad16_scc_23_temporal_gate__full-sa-mcgs-locked.json,midshort40,16,medium (12-18),cuad,scc_23,cuad_temporal_notice_receipt_gate_critical,50
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,50_cuad16_scc_23_temporal_gate,50,cuad,scc_23,16,cuad_temporal_notice_receipt_gate_critical,False,True,True,True,0.6875,5,57,63,289299,287.4090030193329,19,0,0,5,25,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/50_cuad16_scc_23_temporal_gate__no-critical-pair-ledger-revisit.json,midshort40,16,medium (12-18),cuad,scc_23,cuad_temporal_notice_receipt_gate_critical,50
No relation-first memory,no-relation-first-memory,50_cuad16_scc_23_temporal_gate,50,cuad,scc_23,16,cuad_temporal_notice_receipt_gate_critical,False,True,True,True,0.5,8,60,61,263910,189.1289930343628,0,24,1,7,9,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/50_cuad16_scc_23_temporal_gate__no-relation-first-memory.json,midshort40,16,medium (12-18),cuad,scc_23,cuad_temporal_notice_receipt_gate_critical,50
